ID,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales
9155,Bassmasters 2000,N64,1999,Sports,THQ,0.11,0.03,0,0.14
9162,The Operative: No One Lives Forever,PS2,2002,Shooter,Electronic Arts,0.07,0.05,0,0.12
9164,Epidemic,PS,1995,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.13
9165,Monster House,GC,2006,Adventure,THQ,0.11,0.03,0,0.14
9169,Ecco the Dolphin: Defender of the Future,PS2,2002,Adventure,Sony Computer Entertainment,0.07,0.05,0,0.12
9170,Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.03,0,0.13
9174,Monster Jam,DS,2007,Racing,Activision,0.13,0,0,0.13
9178,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0,0.13
9185,Lips: I Love The 80s,X360,2010,Misc,Microsoft Game Studios,0,0.12,0,0.12
9189,Power Pro Kun Pocket 8,DS,2005,Sports,Konami Digital Entertainment,0,0,0.14,0.14
9190,Sid Meier's Pirates!,XB,2005,Strategy,Take-Two Interactive,0.11,0.03,0,0.14
9192,Bottom of the 9th,PS,1996,Sports,Konami Digital Entertainment,0.08,0.05,0,0.13
9193,Pro Yaky? Spirits 2014,PS3,2014,Sports,Konami Digital Entertainment,0,0,0.14,0.14
9194,Dino Crisis 3,XB,2003,Action,Capcom,0.08,0.03,0.03,0.14
9195,Syberia,DS,2008,Action,Mindscape,0.1,0.02,0,0.12
9196,Zoobles! Spring to Life!,DS,2011,Misc,Activision,0.1,0.02,0,0.12
9197,NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0.14
9198,The King of Fighters '94 (CD),NG,1993,Fighting,SNK,0,0,0.14,0.14
9199,The Walking Dead: Season Two,XOne,2014,Adventure,Telltale Games,0.08,0.05,0,0.13
9200,Master Jin Jin's IQ Challenge,DS,2006,Misc,505 Games,0.13,0,0,0.13
9201,The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.13
9202,Create,X360,2010,Action,Electronic Arts,0.1,0.03,0,0.13
9203,Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.13
9204,Barbie Explorer,PS,2001,Platform,Unknown,0.08,0.05,0,0.13
9205,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.08,0.04,0,0.12
9206,Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0,0.13
9207,Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.13
9208,Transformers: Prime,WiiU,2012,Action,Activision,0.09,0.03,0,0.12
9209,Agile Warrior F-111X,PS,1995,Simulation,Virgin Interactive,0.08,0.05,0,0.13
9210,NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0,0.13
9211,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007,Sports,Konami Digital Entertainment,0,0,0.14,0.14
9212,Reality Fighters,PSV,2012,Fighting,Sony Computer Entertainment,0.06,0.06,0,0.12
9213,Dynasty Warriors 7: Empires,PS3,2012,Action,Ubisoft Annecy,0,0,0.14,0.14
9214,Cabela's African Safari,X360,2006,Sports,Activision Value,0.13,0,0,0.13
9215,Ben 10 Galactic Racing,DS,2011,Racing,D3Publisher,0.1,0.03,0,0.13
9216,College Hoops 2K8,PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.13
9217,Super Puzzle Fighter II Turbo,PS,1996,Puzzle,Virgin Interactive,0.08,0.05,0,0.13
9218,Ninjatown,DS,2008,Strategy,SouthPeak Games,0.12,0,0,0.12
9219,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.1,0.04,0,0.14
9220,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.13
9221,Hard Rock Casino,PSP,2007,Misc,Oxygen Interactive,0.12,0,0,0.12
9222,Space Venus starring Morning Musume,PS2,2001,Misc,Sony Music Entertainment,0,0,0.14,0.14
9223,To Heart,PS,1999,Adventure,Aqua Plus,0,0,0.13,0.13
9224,Wild ARMs XF,PSP,2007,Role-Playing,505 Games,0.07,0,0.06,0.13
9225,Doukyuusei,TG16,1995,Adventure,NEC,0,0,0.14,0.14
9226,RockMan & Forte,SNES,1998,Platform,Capcom,0,0,0.14,0.14
9227,Persona 4: Arena Ultimax,PS3,2014,Fighting,Atlus,0,0.01,0.13,0.14
9228,NBA 2K13,WiiU,2012,Sports,Take-Two Interactive,0.08,0.04,0,0.12
9229,Science Papa,Wii,2009,Misc,Activision,0.12,0.01,0,0.13
9230,Yu-Gi-Oh! Nightmare Troubadour (JP sales),DS,2005,Action,Konami Digital Entertainment,0,0.04,0.1,0.14
9231,MySims Collection,Wii,2010,Misc,Electronic Arts,0.13,0,0,0.13
9232,Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.13
9233,Football Manager 2012,PSP,2011,Sports,Sega,0,0.1,0,0.1
9234,Ape Escape Academy (jp sales),PSP,2004,Misc,Sony Computer Entertainment,0,0,0.13,0.13
9235,FIFA 06 Soccer,GC,2005,Sports,Electronic Arts,0.11,0.03,0,0.14
9236,Rayman Arena,GC,2002,Racing,Ubisoft,0.11,0.03,0,0.14
9237,PaRappa The Rapper,PSP,2006,Misc,Sony Computer Entertainment,0.1,0,0.02,0.12
9238,4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0,0.14
9239,X-Blades,PS3,2009,Action,SouthPeak Games,0.07,0.03,0.02,0.12
9240,Pro Yakyuu Netsu Star 2006,PS2,2006,Sports,Namco Bandai Games,0,0,0.14,0.14
9241,The History Channel: Civil War - A Nation Divided,X360,2006,Shooter,Activision,0.13,0,0,0.13
9242,Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman,PSP,2010,Role-Playing,Nippon Ichi Software,0.07,0,0.06,0.13
9243,Cyber Sled,PS,1995,Action,Sony Computer Entertainment,0,0,0.13,0.13
9244,Puyo Puyo!! 20th Anniversary,DS,2011,Puzzle,Sega,0,0,0.14,0.14
9245,Famista Returns,3DS,2015,Sports,Namco Bandai Games,0,0,0.14,0.14
9246,Bust-A-Move Deluxe,PSP,2006,Puzzle,505 Games,0.13,0,0,0.13
9247,I Spy: Universe,DS,2010,Puzzle,Scholastic Inc.,0.13,0,0,0.13
9248,Shining Soul,GBA,2002,Role-Playing,Atari,0.03,0.01,0.09,0.13
9249,Littlest Pet Shop: Spring,DS,2009,Simulation,Electronic Arts,0.12,0,0,0.12
9250,The Amazing Race,Wii,2010,Misc,Ubisoft,0.13,0,0,0.13
9251,Alvin and the Chipmunks,DS,2007,Misc,Brash Entertainment,0.12,0,0,0.12
9252,Far Cry: Primal,PC,2016,Action,Ubisoft,0.04,0.09,0,0.13
9253,Bejeweled 3,X360,N/A,Puzzle,Unknown,0.13,0,0,0.13
9254,Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.13
9255,Dead Rising 2,PC,2010,Action,Capcom,0.1,0.02,0,0.12
9256,Let's Cheer,X360,2011,Misc,Take-Two Interactive,0.12,0,0,0.12
9257,Happy Feet,Wii,2006,Action,Midway Games,0.12,0,0,0.12
9258,In the Hunt,PS,1995,Shooter,THQ,0.03,0.02,0.07,0.12
9259,Daytona USA Championship Circuit Edition,SAT,1995,Racing,Sega,0,0,0.14,0.14
9260,Major League Baseball 2K8,Wii,2008,Sports,Take-Two Interactive,0.13,0,0,0.13
9261,Marvel vs. Capcom 2: New Age of Heroes,XB,2002,Fighting,Capcom,0.09,0.03,0.01,0.13
9262,SNK vs. Capcom: The Match of the Millennium,PS2,2006,Fighting,Sega,0,0.02,0,0.02
9263,BlazBlue: Chrono Phantasma Extend,PS4,2015,Action,PQube,0.07,0.03,0.02,0.12
9264,Alone in the Dark: Inferno,PS3,2008,Adventure,Atari,0.09,0.03,0,0.12
9265,Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.02,0,0.13
9266,Singstar: Ultimate Party,PS3,2014,Misc,Sony Computer Entertainment Europe,0,0.12,0,0.12
9267,The X-Factor,PS3,2010,Misc,Deep Silver,0,0.1,0,0.1
9268,Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.1,0.04,0,0.14
9269,Avatar: The Last Airbender - The Burning Earth,X360,2007,Action,THQ,0.11,0.01,0,0.12
9270,Vampire Moon: The Mystery of the Hidden Sun,DS,2010,Adventure,City Interactive,0.12,0.01,0,0.13
9271,Paws & Claws: Pet Vet 2,DS,2007,Simulation,THQ,0.13,0,0,0.13
9272,G.I. Joe: The Rise of Cobra,DS,2009,Action,Electronic Arts,0.11,0.01,0,0.12
9273,Football Manager 2014,PSV,2013,Sports,Sega,0,0.1,0,0.1
9274,BIT.TRIP SAGA,3DS,2011,Misc,Rising Star Games,0.09,0.04,0,0.13
9275,Touch My Katamari,PSV,2011,Puzzle,Namco Bandai Games,0.08,0.04,0,0.12
9276,MotoGP '06,X360,2006,Racing,THQ,0.11,0.01,0,0.12
9277,Houshinengi,PS,1998,Strategy,Tecmo Koei,0,0,0.13,0.13
9278,7th Dragon,DS,2009,Role-Playing,Sega,0,0,0.14,0.14
9279,Pet Pals: Animal Doctor,Wii,2008,Simulation,JoWood Productions,0.13,0,0,0.13
9280,LEGO Island Xtreme Stunts,GBA,2002,Racing,LEGO Media,0.1,0.04,0,0.14
9281,Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,0.13,0,0,0.13
9282,Yu-Gi-Oh! GX: Tag Force,PSP,2006,Strategy,Konami Digital Entertainment,0.09,0.03,0,0.12
9283,Gourmet Chef: Cook Your Way to Fame,DS,2008,Misc,Ubisoft,0.13,0,0,0.13
9284,Learn Math,DS,2009,Puzzle,DreamCatcher Interactive,0.13,0,0,0.13
9285,Nitrobike,Wii,2008,Racing,Ubisoft,0.11,0.01,0,0.12
9286,Magnetica,DS,2006,Puzzle,Nintendo,0.08,0.01,0.03,0.12
9287,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006,Sports,Konami Digital Entertainment,0,0,0.14,0.14
9288,UEFA Euro 2004: Portugal,PS2,2004,Sports,Electronic Arts,0.07,0.05,0,0.12
9289,Hot Wheels: World Race,GBA,2003,Racing,THQ,0.1,0.04,0,0.14
9290,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.11,0,0,0.11
9291,Dragon Age Origins: Awakening,PC,2010,Role-Playing,Electronic Arts,0.01,0.1,0,0.11
9292,Scene It? Bright Lights! Big Screen!,X360,2009,Misc,Warner Bros. Interactive Entertainment,0.12,0,0,0.12
9293,NBA Jam,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0.13
9294,Shining Resonance,PS3,2014,Role-Playing,Sega,0,0,0.14,0.14
9295,World Tour Soccer 2002,PS2,2001,Sports,Sony Computer Entertainment,0.07,0.05,0,0.12
9296,Interactive Sampler Disc 6,PS,1997,Misc,Sony Computer Entertainment,0.08,0.05,0,0.13
9297,Let's Play Ballerina,DS,2010,Sports,Deep Silver,0.13,0,0,0.13
9298,Wild Earth: African Safari,Wii,2008,Simulation,Majesco Entertainment,0.11,0.02,0,0.13
9299,Apex,XB,2003,Racing,Atari,0.1,0.03,0,0.13
9300,Kamen Rider Battle: Ganbaride,DS,2010,Strategy,Namco Bandai Games,0,0,0.14,0.14
9301,Tomb Raider: The Prophecy,GBA,2002,Action,Ubisoft,0.1,0.04,0,0.14
9302,Vampire Night,PS2,2001,Shooter,Sony Computer Entertainment,0.07,0.05,0,0.12
9303,Kororinpa: Marble Mania,Wii,2006,Puzzle,Nintendo,0.08,0.02,0.03,0.13
9304,Open Season,DS,2006,Platform,Ubisoft,0.12,0,0,0.12
9305,Guilty Gear,PS,1998,Fighting,Virgin Interactive,0.03,0.02,0.07,0.12
9306,Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.13
9307,Game Party: Champions,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.09,0.03,0,0.12
9308,Divinity II: The Dragon Knight Saga,X360,2010,Role-Playing,Focus Home Interactive,0.11,0.02,0,0.13
9309,World Championship Poker 2: Featuring Howard Lederer,PSP,2005,Misc,505 Games,0.12,0,0,0.12
9310,Mary-Kate and Ashley: Crush Course,PS,2001,Action,Acclaim Entertainment,0.08,0.05,0,0.13
9311,NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.13
9312,Disney's Cinderella: Magical Dreams,GBA,N/A,Platform,Disney Interactive Studios,0.1,0.04,0,0.14
9313,Top Shot Arcade,Wii,2011,Shooter,Activision,0.13,0,0,0.13
9314,Imagine: Fashion Stylist,DS,2010,Simulation,Ubisoft,0.13,0,0,0.13
9315,Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.02,0.1,0,0.12
9316,Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.11
9317,Tiger Woods PGA Tour 2005,GC,2004,Sports,Electronic Arts,0.1,0.03,0,0.13
9318,Deepak Chopra's Leela,Wii,2011,Misc,THQ,0.11,0.01,0,0.12
9319,Tom Clancy's Ghost Recon,Wii,2010,Shooter,Ubisoft,0.11,0.01,0,0.12
9320,007: Quantum of Solace,DS,2008,Action,Activision,0.11,0.01,0,0.12
9321,Salt Lake 2002,PS2,2002,Sports,Eidos Interactive,0.07,0.05,0,0.12
9322,ESPN MLB Baseball,XB,2004,Sports,Sega,0.1,0.03,0,0.13
9323,NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.12
9324,Little League World Series Baseball 2009,DS,2009,Sports,Activision,0.13,0,0,0.13
9325,Gladius,XB,2003,Strategy,Activision,0.1,0.03,0,0.13
9326,Legends of Wrestling,XB,2002,Fighting,Acclaim Entertainment,0.1,0.03,0,0.13
9327,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.14,0.14
9328,Nayuta no Kiseki,PSP,2012,Action,Nihon Falcom Corporation,0,0,0.14,0.14
9329,Back At The Barnyard: Slop Bucket Games,DS,2008,Sports,THQ,0.12,0,0,0.12
9330,Quick Yoga Training,DS,2008,Misc,Ubisoft,0.13,0,0,0.13
9331,Fashion Studio: Paris Collection,DS,2009,Misc,Ubisoft,0.13,0,0,0.13
9332,Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.11
9333,Spy Hunter 2,XB,2003,Racing,Midway Games,0.1,0.03,0,0.13
9334,Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0,0.12,0,0.12
9335,Backyard Soccer,PS,2001,Sports,Infogrames,0.07,0.05,0,0.12
9336,Final Fantasy XI: Rise of the Zilart,PS2,2003,Role-Playing,Square Enix,0,0,0.13,0.13
9337,James Bond 007: Nightfire,GBA,2003,Shooter,Electronic Arts,0.1,0.04,0,0.14
9338,Nobunaga no Yabou: Tendou,PS3,2010,Strategy,Tecmo Koei,0,0,0.13,0.13
9339,Medalot 7,3DS,2012,Action,Rocket Company,0,0,0.13,0.13
9340,Bio FREAKS,PS,1998,Action,GT Interactive,0.07,0.05,0,0.12
9341,Castlevania Chronicles,PS,2001,Platform,Konami Digital Entertainment,0.07,0.05,0,0.12
9342,Suzumiya Haruhi no Tomadoi,PS2,2008,Adventure,Banpresto,0,0,0.13,0.13
9343,MLB Power Pros 2008,Wii,2008,Sports,Konami Digital Entertainment,0.12,0,0.01,0.13
9344,NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.12
9345,Dokapon Kingdom,Wii,2008,Role-Playing,Sting,0.12,0,0,0.12
9346,Bratz,GBA,2002,Platform,Ubisoft,0.1,0.04,0,0.14
9347,Go Play: Circus Star,Wii,2009,Action,Majesco Entertainment,0.12,0,0,0.12
9348,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0,0.12
9349,Winter Stars,Wii,2011,Sports,Deep Silver,0.06,0.07,0,0.13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005,Misc,D3Publisher,0,0,0.13,0.13
9351,The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.12
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006,Action,Banpresto,0,0,0.13,0.13
9353,Blade II,XB,2002,Action,Activision,0.1,0.03,0,0.13
9354,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012,Role-Playing,Konami Digital Entertainment,0,0,0.13,0.13
9355,Baseball Advance,GBA,2002,Sports,Sega,0.1,0.04,0,0.14
9356,Shonen Jump's One Piece: Grand Battle,PS2,2005,Fighting,Atari,0.07,0.05,0,0.12
9357,Retro Atari Classics,DS,2005,Misc,Atari,0.12,0,0,0.12
9358,NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.12
9359,Pro Yaky? Spirits 6,PS2,2009,Sports,Konami Digital Entertainment,0,0,0.13,0.13
9360,Freddi Fish: ABC under the sea,DS,2008,Misc,Atari,0.13,0,0,0.13
9361,Puzzle Kingdoms,DS,2009,Puzzle,Zoo Digital Publishing,0.12,0,0,0.12
9362,Shovel Knight,3DS,2015,Platform,Yacht Club Games,0.07,0.04,0.01,0.12
9363,Hyperdimension Idol Neptunia PP,PSV,2013,Misc,Namco Bandai Games,0.04,0.03,0.04,0.11
9364,Paperboy / Rampage,GBA,2005,Misc,Zoo Digital Publishing,0.1,0.04,0,0.14
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010,Role-Playing,Spike,0,0,0.13,0.13
9366,Ben 10 Galactic Racing,3DS,2011,Racing,D3Publisher,0.07,0.06,0,0.13
9367,Sentou Kokka Air Land Battle,PS,1995,Strategy,Sony Computer Entertainment,0,0,0.13,0.13
9368,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005,Simulation,Bethesda Softworks,0.07,0.05,0,0.12
9369,Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0.13
9370,Hulk Hogan's Main Event,X360,2011,Fighting,505 Games,0.1,0.02,0,0.12
9371,Transformers: Devastation,XOne,2015,Action,Activision,0.09,0.03,0,0.12
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0,0.12,0,0.12
9373,DmC: Devil May Cry,XOne,2015,Action,Capcom,0.08,0.04,0,0.12
9374,WipeOut 3 The Game,WiiU,2012,Action,Activision,0.12,0,0,0.12
9375,Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.12
9376,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005,Action,Ubisoft,0.12,0,0,0.12
9377,Brain Assist,DS,2007,Misc,Sega,0.12,0,0,0.12
9378,Azure Dreams,PS,1997,Role-Playing,Konami Digital Entertainment,0.07,0.05,0,0.12
9379,Rumble Roses XX,X360,2006,Fighting,Konami Digital Entertainment,0.07,0.01,0.04,0.12
9380,Space Camp,Wii,2009,Action,Activision,0.12,0,0,0.12
9381,SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.12
9382,Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0,0,0.12
9383,Phantom Brave: We Meet Again,Wii,2009,Role-Playing,Nippon Ichi Software,0.12,0,0.01,0.13
9384,Monster Rancher DS,DS,2008,Role-Playing,Tecmo Koei,0.08,0,0.05,0.13
9385,Kurt Warner's Arena Football Unleashed,PS,2000,Sports,Midway Games,0.07,0.05,0,0.12
9386,Suite PreCure: Melody Collection,DS,2011,Misc,Namco Bandai Games,0,0,0.13,0.13
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008,Role-Playing,Atlus,0.07,0.05,0,0.12
9388,NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.12
9389,Venetica,X360,2010,Role-Playing,DTP Entertainment,0.09,0.03,0,0.12
9390,Disney's Kim Possible: Kimmunicator,DS,2005,Platform,Disney Interactive Studios,0.11,0.01,0,0.12
9391,James Bond 007: Legends,WiiU,2012,Shooter,Activision,0.07,0.05,0,0.12
9392,Rogue Ops,XB,2003,Action,Kemco,0.1,0.03,0,0.13
9393,NBA Hoopz,PS,2001,Sports,Midway Games,0.07,0.05,0,0.12
9394,Transworld Surf,XB,N/A,Sports,Atari,0.1,0.03,0,0.13
9395,Rugby 15,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.11
9396,MLB 11: The Show,PS2,2011,Sports,Sony Computer Entertainment,0.06,0.05,0,0.11
9397,Castrol Honda Superbike Racing,PS,1998,Racing,THQ,0.07,0.05,0,0.12
9398,History Civil War: Secret Missions,X360,2008,Shooter,Activision,0.12,0,0,0.12
9399,Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0,0.11
9400,My Spanish Coach,PSP,2008,Misc,Ubisoft,0.12,0,0,0.12
9401,Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0.13
9402,Over the Hedge: Hammy Goes Nuts!,DS,2006,Platform,Activision,0.12,0,0,0.12
9403,Fatal Inertia,X360,2007,Racing,Tecmo Koei,0.12,0,0,0.12
9404,Superman: The Man of Steel,XB,2002,Action,Atari,0.1,0.03,0,0.13
9405,Ken to Mahou to Gakuen Mono. 3,PSP,2010,Role-Playing,Acquire,0,0,0.13,0.13
9406,Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,0.12,0,0,0.12
9407,The Flintstones: Bedrock Bowling,PS,2000,Sports,Ubisoft,0.07,0.05,0,0.12
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014,Adventure,Activision,0.08,0.04,0,0.12
9409,NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0.13
9410,Chicken Run,PS,2000,Adventure,Eidos Interactive,0.07,0.05,0,0.12
9411,Scene It? Bright Lights! Big Screen!,PS3,2009,Misc,Warner Bros. Interactive Entertainment,0.1,0.01,0,0.11
9412,My Baby: First Steps,Wii,2009,Simulation,SouthPeak Games,0.12,0,0,0.12
9413,Pro Baseball Spirits 2015,PSV,2015,Action,Konami Digital Entertainment,0,0,0.13,0.13
9414,Shining Force III,SAT,1997,Strategy,Sega,0,0,0.13,0.13
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Sports,Konami Digital Entertainment,0,0,0.13,0.13
9416,Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.13,0.13
9417,WWE Survivor Series,GBA,2004,Fighting,THQ,0.09,0.04,0,0.13
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006,Action,Sega,0,0,0.13,0.13
9419,Super Robot Wars BX,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0.13
9420,Persona 4: Arena,X360,2012,Fighting,Atlus,0.08,0.02,0.03,0.13
9421,Tomb Raider: Legend,XB,2006,Action,Eidos Interactive,0.1,0.03,0,0.13
9422,Nagano Winter Olympics '98,PS,1997,Sports,Konami Digital Entertainment,0.07,0.05,0,0.12
9423,Destroy All Humans! Path of the Furon,X360,2008,Action,THQ,0.08,0.04,0,0.12
9424,Winning Post 5,PS2,2001,Sports,Tecmo Koei,0,0,0.13,0.13
9425,Star Wars: Lethal Alliance,PSP,2006,Action,Ubisoft,0.11,0.01,0,0.12
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,DS,2010,Adventure,Foreign Media Games,0.08,0.04,0,0.12
9427,All Star Cheer Squad 2,Wii,2009,Sports,THQ,0.12,0,0,0.12
9428,Frogger Beyond,GC,2002,Platform,Konami Digital Entertainment,0.1,0.03,0,0.13
9429,RPG Maker II,PS2,2002,Role-Playing,Enterbrain,0.06,0.05,0,0.11
9430,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.01,0.05,0.06,0.12
9431,SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.11,0.02,0,0.13
9432,Destruction Derby Arenas,PS2,2004,Racing,Sony Computer Entertainment,0.06,0.05,0,0.11
9433,Cabela's Dangerous Hunts 2009,X360,2008,Sports,Activision,0.12,0,0,0.12
9434,The Unholy War,PS,1998,Strategy,Eidos Interactive,0.07,0.05,0,0.12
9435,Chuck E. Cheese's Game Room,DS,2010,Misc,UFO Interactive,0.12,0,0,0.12
9436,Wantame Music Channel: Doko Demo Style,DS,2007,Misc,Capcom,0,0,0.13,0.13
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005,Platform,Ubisoft,0.09,0.03,0,0.12
9438,Shaman King: Power of Spirit,PS2,2004,Adventure,Konami Digital Entertainment,0.06,0.05,0,0.11
9439,Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.11
9440,Attack on Titan (KOEI),PSV,2016,Action,Tecmo Koei,0,0,0.13,0.13
9441,Soccer Tsuku DS: World Challenge 2010,DS,2010,Sports,Sega,0,0,0.13,0.13
9442,Family Fortunes,Wii,2009,Misc,Mindscape,0,0.12,0,0.12
9443,Megamind: The Blue Defender,PSP,2010,Adventure,THQ,0.08,0.03,0,0.11
9444,Contra III: The Alien Wars,SNES,1992,Shooter,Konami Digital Entertainment,0,0,0.13,0.13
9445,Dead to Rights: Reckoning,PSP,2005,Shooter,Electronic Arts,0.12,0,0,0.12
9446,The BIGS 2,PS3,2009,Sports,Take-Two Interactive,0.12,0,0,0.12
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011,Role-Playing,Square Enix,0,0,0.13,0.13
9448,Amagami,PS2,2009,Adventure,Enterbrain,0,0,0.13,0.13
9449,Diablo II,PC,2000,Role-Playing,Havas Interactive,0.01,0.09,0,0.1
9450,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0,0.11
9451,NBA 08,PS3,2007,Sports,Sony Computer Entertainment,0.12,0,0,0.12
9452,The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.09,0,0.12
9453,NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.11
9454,No Fear Downhill Mountain Biking,PS,1998,Sports,Codemasters,0.07,0.05,0,0.12
9455,Fire ProWrestling,GBA,2001,Fighting,Spike,0.09,0.03,0,0.12
9456,Eternal Poison (JP sales),PS2,2008,Role-Playing,Banpresto,0,0,0.13,0.13
9457,Mission: Impossible - Operation Surma,XB,2003,Platform,Atari,0.1,0.03,0,0.13
9458,Naruto Shippuden: Kizuna Drive,PSP,2010,Action,Namco Bandai Games,0.04,0.02,0.05,0.11
9459,The IdolM@ster: One for All,PS3,2014,Misc,Namco Bandai Games,0,0,0.13,0.13
9460,MX 2002 Featuring Ricky Carmichael,XB,2001,Racing,THQ,0.1,0.03,0,0.13
9461,Indianapolis 500 Legends,Wii,2007,Racing,Destineer,0.12,0,0,0.12
9462,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995,Strategy,Tecmo Koei,0.05,0.03,0.04,0.12
9463,Illusion of Gaia,SNES,1993,Role-Playing,Nintendo,0,0,0.13,0.13
9464,Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.03,0.02,0.13
9465,Academy of Champions: Soccer,Wii,2009,Sports,Ubisoft,0.1,0.02,0,0.12
9466,Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0.13
9467,Disney Princess: Enchanting Storybooks,DS,2011,Misc,THQ,0.08,0.04,0,0.12
9468,Sally's Salon,DS,2008,Simulation,Capcom,0.12,0,0,0.12
9469,The Oregon Trail,3DS,2011,Simulation,Crave Entertainment,0.12,0,0,0.12
9470,Disruptor,PS,1995,Shooter,Interplay,0.07,0.05,0,0.12
